,Names,Values
1549,schaeffer,2
1550,reiser,8
1551,maradona,7
1552,diego,4
1553,oubrou,3
1554,reagan,4
1555,fayette,5
1556,labrune,4
1557,agamben,2
1558,secretin,10
1559,purkart,2
1560,hmaid,5
1561,dominici,4
1562,deschiens,2
1563,pinconcharlot,7
1564,marieclaire,3
1565,comtesponville,2
1566,ventura,3
1567,luciani,2
1568,toledo,4
1569,viviant,2
1570,servanschreiber,2
1571,perrotin,3
1572,dandurain,3
1573,jugnot,6
1574,beghal,5
1575,cicurel,3
1576,tattevin,2
1577,abravanel,2
1578,speer,2
1579,sauvadet,2
1580,questel,2
1581,pipala,3
1582,jeanlouis,3
1583,danjou,3
1584,panamza,5
1585,hicham,2
1586,bougrab,2
1587,schuck,2
1588,radiographie,2
1589,sciamma,2
1590,bailleul,5
1591,biflette,2
1592,mcgowan,2
1593,farrow,7
1594,greenberg,3
1595,oppenheim,4
1596,sciorra,6
1597,pasquesoone,3
1598,pellicano,2
1599,chauprade,3
1600,alqaeda,2
1601,harvey,10
1602,streep,2
1603,tignous,2
1604,verlhac,3
1605,kouachi,10
1606,boubakeur,2
1607,khamenei,4
1608,consigny,2
1609,clausewitz,2
1610,azibert,8
1611,chouviat,23
1612,dudeclin,2
1613,emelien,3
1614,diacono,2
1615,brokaw,2
1616,metznoblat,2
1617,ingwen,2
1618,ziyang,2
1619,mignacca,3
1620,rosenczveig,3
1621,scherer,3
1622,riou,2
1623,norredine,2
1624,salzmann,2
1625,dufoix,6
1626,chatelet,2
1627,derrida,2
1628,auffrand,2
1629,jeanclaude,3
1630,debeliou,3
1631,biraben,2
1632,cormand,4
1633,jalabert,2
1634,dylan,2
1635,atchoum,3
1636,falissard,2
1637,limonov,6
1638,bonaparte,7
1639,oshaughnessy,2
1640,ricciardi,2
1641,froguel,2
1642,peltier,2
1643,bernie,2
1644,phiphou,2
1645,devedjian,8
1646,longuet,2
1647,raffarin,2
1648,zamiatine,2
1649,djandoubi,2
1650,stahl,8
1651,russkofs,2
1652,fatima,7
1653,doxycycline,2
1654,amiraslani,3
1655,talaverra,2
1656,herbes,2
1657,purdom,2
1658,diab,2
1659,engerer,2
1660,palavasiens,3
1661,branaa,3
1662,castexavery,2
1663,rochere,2
1664,prichard,3
1665,rubirola,2
1666,brinquin,2
1667,lignotleloup,2
1668,vanlerenberghe,2
1669,devecchio,4
1670,clavreul,7
1671,kadyrov,4
1672,pavleas,3
1673,imbertvier,2
1674,americain,2
1675,perret,7
1676,leautaud,3
1677,jovanovic,6
1678,burkhard,3
1679,arreaza,3
1680,neumann,3
1681,margaux,2
1682,elkrief,14
1683,reconciliation,4
1684,willem,4
1685,minaj,2
1686,batihe,2
1687,colbert,8
1688,rottner,5
1689,suigo,2
1690,souvorov,33
1691,rezoun,2
1692,icebreaker,2
1693,haslam,3
1694,streisand,2
1695,denfert,3
1696,raspail,5
1697,laffont,6
1698,behanzin,4
1699,godwin,2
1700,rajsfus,8
1701,bansky,2
1702,tsipras,3
1703,prevost,2
1704,denormandie,3
1705,haski,5
1706,fabrice,3
1707,auziere,7
1708,tiphy,2
1709,styvendael,2
1710,maimonide,2
1711,muselier,5
1712,chambremartin,4
1713,niakhate,2
1714,bouchetpetersen,2
1715,jacquie,2
1716,remord,5
1717,thines,2
1718,mezvinsky,2
1719,smaniotto,2
1720,anzorov,2
1721,lonngren,3
1722,artsakh,4
1723,abdelmalek,2
1724,irving,2
1725,toubiana,5
1726,rockefeller,6
1727,sitbongomez,2
1728,sitbon,2
1729,pingaud,3
1730,weizmann,5
1731,greenwood,2
1732,elbazphelps,3
1733,bricmont,6
1734,krivine,2
1735,mitsotakis,2
1736,penthee,3
1737,dionysos,3
1738,chauvin,3
1739,ratzinger,5
1740,cherif,4
1741,docteur,2
1742,geoff,8
1743,martinot,2
1744,tigori,2
1745,duflo,4
1746,banerjee,3
1747,schlenker,3
1748,mandanda,2
1749,montgolfier,6
1750,fulda,2
1751,reconstruire,2
1752,judith,13
1753,corleone,2
1754,delpech,3
1755,salenave,2
1756,alliotmarie,2
1757,bakawan,3
1758,mukwege,2
1759,clouvel,2
1760,paltrow,2
1761,chollet,2
1762,roosevelt,15
1763,orphelin,3
1764,kabuga,5
1765,interahamwe,7
1766,akazu,3
1767,boniface,2
1768,devienne,2
1769,lacroix,2
1770,goldmann,2
1771,goldwasser,2
1772,tirole,2
1773,dabadie,2
1774,goasguen,6
1775,pieczenik,5
1776,podesta,2
1777,laurie,2
1778,bismarck,2
1779,harriman,2
1780,untermeyer,2
1781,brayard,2
1782,maracineanu,2
1783,yates,4
1784,stzrock,2
1785,schiff,2
1786,ionesco,2
1787,cauchemez,2
1788,valdiguie,3
1789,akiva,2
1790,disraeli,3
1791,allah,2
1792,philippekohler,2
1793,botul,2
1794,lallement,2
1795,echon,4
1796,haushofer,2
1797,kurti,3
1798,abreu,2
1799,montavon,2
1800,fangeat,2
1801,koltchak,2
1802,decaux,2
1803,lioger,2
1804,fantini,3
1805,dhonneur,2
1806,barresinoussi,4
1807,wieviorka,2
1808,createur,2
1809,sobyanine,2
1810,buhari,2
1811,makhlouf,2
1812,hydroxychloroquine,2
1813,domergue,3
1814,gaessler,2
1815,nakache,2
1816,castelnau,4
1817,ovadia,2
1818,fourtillan,2
1819,wesh,2
1820,reichy,2
1821,brownback,2
1822,mitchell,2
1823,chantreau,2
1824,gelinas,2
1825,kirsner,3
1826,famillelefevre,2
1827,tutsis,2
1828,smadja,2
1829,peiffersmadja,3
1830,sihamedi,4
1831,damaisin,5
1832,bonneau,4
1833,carlson,3
1834,bartiromo,3
1835,raffensperger,3
1836,mastriano,2
1837,mccullough,2
1838,dobbs,2
1839,blackburn,2
1840,newsmax,3
1841,county,2
